area_type,size,bathroom,parking,balcony,price,total_sqft,hospital_nearby,school_nearby,mall_nearby,resale,location
Super built-up  Area,2 BHK,2,1,1,3272000,935,Yes,No,No,0,Jakkuru Layout
Super built-up  Area,1 RK,1,1,1,2525000,510,Yes,Yes,Yes,0,Vijayanagar
Plot  Area,6 BHK,6,1,3,18000000,1200,Yes,No,No,0,Palanahalli
Super built-up  Area,2 BHK,2,2,3,4700000,1178,No,Yes,No,0,Old Madras Road
Built-up  Area,3 BHK,2,2,1,5000000,1375,Yes,No,Yes,0, Thanisandra
Super built-up  Area,3 BHK,2,2,1,3300000,1065,Yes,Yes,Yes,1,Devasandra Extension
Super built-up  Area,3 BHK,2,1,1,5075000,1450,Yes,No,Yes,0,Nagondanahalli
Built-up  Area,2 BHK,2,1,3,4500000,999,Yes,Yes,Yes,0,Chikkalasandra
Super built-up  Area,2 BHK,3,2,2,47500000,4400,Yes,No,No,1,Chandapura
Plot  Area,5 BHK,4,1,1,13500000,1350,Yes,Yes,Yes,0,2nd Phase Judicial Layout
Built-up  Area,2 BHK,2,2,2,4000000,1100,No,No,No,1,BEML Layout
Super built-up  Area,3 BHK,2,2,3,15500000,1835,No,No,Yes,1,Amruthahalli
Super built-up  Area,4 BHK,4,2,0,9510000,2090,Yes,Yes,Yes,1,Marathahalli
Super built-up  Area,3 BHK,3,1,1,9300000,1519,No,No,Yes,0,Kothannur
Built-up  Area,3 BHK,3,1,2,5600000,1267,Yes,Yes,Yes,0,Koramangala
Super built-up  Area,2 BHK,2,2,3,7220000,1150,Yes,Yes,No,0,Hoodi
Super built-up  Area,2 BHK,2,2,1,7000000,1146,No,No,No,1,Lingadheeranahalli
Plot  Area,8 BHK,7,2,0,23500000,1200,Yes,No,Yes,0,Dommasandra
Built-up  Area,3 BHK,3,2,3,6500000,1550,Yes,No,No,1,Sanjay nagar
Built-up  Area,2 BHK,1,1,1,1850000,850,Yes,No,No,1,Marathahalli
Super built-up  Area,3 BHK,3,1,,18700000,2200,Yes,No,Yes,0,1st Block HRBR Layout
Built-up  Area,3 BHK,3,1,2,33000000,3329,No,No,Yes,1,Kannamangala
Carpet  Area,1 BHK,1,1,1,5500000,785,No,No,Yes,1,Chandapura
Super built-up  Area,3 BHK,4,2,,30000000,2900,Yes,Yes,Yes,1,Richmond Town
Built-up  Area,3 BHK,3,1,2,7400000,1610,Yes,No,No,0,"Sarjapur Road, "
Super built-up  Area,2 BHK,2,2,2,4000000,921,No,Yes,No,1,Electronics City Phase 1
Plot  Area,3 BHK,3,1,2,9500000,850,Yes,No,No,1,Hebbal Kempapura
Built-up  Area,5 BHK,5,2,0,15800000,2700,No,Yes,Yes,1,Raja Rajeshwari Nagar
Super built-up  Area,3 BHK,3,1,3,11000000,1700,No,No,Yes,0,Bellandur
Built-up  Area,2 BHK,2,1,2,3500000,1020,No,Yes,No,1,Kengeri Satellite Town
Super built-up  Area,2 BHK,2,2,3,5200000,1090,No,No,No,0,Bannerghatta Road
Plot  Area,4 BHK,4,2,,30000000,3600,Yes,Yes,Yes,1,Sarjapur  Road
Super built-up  Area,2 BHK,2,2,2,4400000,1027,No,Yes,Yes,1,Sarjapur
Super built-up  Area,2 BHK,2,2,2,4210000,1185,No,No,No,0,Billekahalli
Super built-up  Area,2 BHK,2,2,1,2500000,850,No,Yes,No,1,Bagalur Main Road
Built-up  Area,2 BHK,2,2,1,8400000,1197,Yes,Yes,No,1,Haralur Road
Super built-up  Area,4 BHK,3,1,3,45000000,3500,No,Yes,Yes,1,Thanisandra
Super built-up  Area,2 BHK,2,1,2,3955000,920,Yes,No,No,0,Doddathoguru
Super built-up  Area,9 BHK,9,2,4,29600000,6000,Yes,No,No,1,Harlur
Super built-up  Area,2 BHK,2,1,1,6500000,1105,No,No,Yes,0,Byadarahalli
Super built-up  Area,3 BHK,3,1,3,10000000,1850,No,No,Yes,1,Poorna Pragna Layout
Super built-up  Area,3 BHK,3,1,1,6400000,1300,Yes,Yes,Yes,1,Chamrajpet
Built-up  Area,3 BHK,3,2,2,7600000,1595,No,No,Yes,0,Raja Rajeshwari Nagar
Super built-up  Area,4 BHK,5,2,2,69600000,3073,Yes,Yes,No,1,Yeshwanthpur
Built-up  Area,2 BHK,2,2,1,3749000,755,Yes,Yes,Yes,0,Judicial Layout
Built-up  Area,5 BHK,5,1,2,14000000,4050,Yes,No,No,0,"Varthur Road, "
Super built-up  Area,3 BHK,2,1,3,6900000,1300,Yes,No,Yes,0,Kodihalli
Built-up  Area,2 BHK,2,1,0,5000000,1215,No,Yes,No,1,Horamavu Agara
Super built-up  Area,2 BHK,2,2,1,4600000,900,Yes,No,No,1,Nagasandra
Super built-up  Area,2 BHK,2,1,3,5840000,1145,Yes,Yes,Yes,0,Kanakpura Road
Super built-up  Area,2 BHK,2,2,2,6500000,1093,No,Yes,Yes,1,Bannerghatta Road
Super built-up  Area,3 BHK,2,1,2,4139000,1213,Yes,Yes,No,0,Kanakpura Road
Super built-up  Area,3 BHK,3,1,2,10000000,1654,No,No,Yes,0,Banashankari Stage III
Super built-up  Area,2 BHK,2,2,1,5248000,1105,No,Yes,No,0,Chikka Banaswadi
Super built-up  Area,3 BHK,2,1,2,6600000,1611,Yes,Yes,Yes,0,Babusapalaya
Built-up  Area,2 BHK,2,1,2,6200000,1367,Yes,No,Yes,0,Bannerghatta Road
Super built-up  Area,2 BHK,2,1,1,5100000,1010,Yes,Yes,No,0,NGR Layout
Plot  Area,3 BHK,2,2,1,7500000,750,Yes,Yes,No,0,Babusapalaya
Carpet  Area,3 BHK,3,1,1,9500000,1535,No,Yes,No,1,Outer Ring Road East
Super built-up  Area,2 BHK,2,2,1,2200000,620,Yes,No,No,0,Devanahalli
Built-up  Area,2 BHK,2,1,1,4765000,982,Yes,No,No,0,Kavika Layout
Super built-up  Area,2 BHK,2,2,2,15000000,1700,Yes,Yes,No,0,Vinayaka Nagar
Super built-up  Area,2 BHK,2,2,1,7100000,1330,No,No,Yes,0,Anekal
Built-up  Area,3 BHK,3,2,2,13500000,2500,Yes,Yes,Yes,1,Horamavu Agara
Super built-up  Area,3 BHK,2,2,2,5899000,1475,Yes,No,No,1,Banashankari Stage II
Super built-up  Area,3 BHK,3,1,1,6500000,1410,No,No,Yes,1,Whitefield
Super built-up  Area,1 BHK,1,1,1,1650000,440,Yes,Yes,No,0,JP Nagar
Super built-up  Area,3 BHK,3,1,2,9500000,1614,No,No,Yes,1,Poorna Pragna Layout
Super built-up  Area,2 BHK,2,2,2,6800000,1363,No,No,Yes,1,Bhoganhalli
Built-up  Area,2 BHK,2,1,0,2800000,650,No,Yes,No,1,Yelahanka New Town
Super built-up  Area,2 BHK,2,2,1,4500000,1015,Yes,Yes,No,0,Yelahanka
Super built-up  Area,2 BHK,2,1,2,4600000,1156,No,Yes,Yes,0,Neeladri Nagar
Super built-up  Area,2 BHK,2,1,1,6270000,1100,No,Yes,No,1,Kogilu
Super built-up  Area,3 BHK,3,1,2,4600000,1455,Yes,No,Yes,1,Dodda Kempaiah Layout
Super built-up  Area,2 BHK,2,1,1,4500000,930,Yes,No,No,1,Horamavu Banaswadi
Built-up  Area,3 BHK,2,2,2,8000000,1650,Yes,Yes,No,1,Hennur Busstop
Built-up  Area,2 BHK,2,1,0,9000000,1200,No,Yes,Yes,1,KR Puram
Plot  Area,1 BHK,1,2,0,15000000,700,Yes,No,Yes,0,GB Palya
Super built-up  Area,4 BHK,3,1,,13500000,2900,Yes,Yes,No,1,AMS Layout
Super built-up  Area,3 BHK,4,2,3,12700000,1890,Yes,No,No,1,KR Puram
Super built-up  Area,3 BHK,4,1,3,28000000,2197,No,No,No,1,9th Block Jayanagar
Super built-up  Area,3 BHK,3,2,2,38000000,3522,Yes,No,No,1,Karuna Nagar
Super built-up  Area,3 BHK,2,1,2,4600000,1240,Yes,Yes,Yes,1,Kadugodi
Built-up  Area,2 BHK,2,2,2,9800000,1440,No,Yes,No,1,Ashwathnagar
Super built-up  Area,1 BHK,1,2,2,3800000,650,No,No,No,0,Hebbal Kempapura
Super built-up  Area,1 BHK,1,1,1,3200000,764,No,Yes,Yes,0,Gaurava Nagar
Plot  Area,5 BHK,4,1,0,9000000,900,No,Yes,No,1,HRBR Layout
Super built-up  Area,3 BHK,3,2,3,5739000,1693,Yes,No,No,1,Kodichikkanahalli
Built-up  Area,3 BHK,3,2,2,6500000,1445,No,No,Yes,0,Budigere
Super built-up  Area,2 BHK,1,2,0,4500000,900,Yes,No,No,1,Sector 7 HSR Layout
Super built-up  Area,2 BHK,2,2,,5500000,1030,Yes,No,Yes,0,Raja Rajeshwari Nagar
Super built-up  Area,3 BHK,2,1,2,5248000,1381,Yes,Yes,Yes,1,Hoodi
Built-up  Area,2 BHK,2,1,1,6000000,1100,No,No,Yes,0,Kanakpura Road
Super built-up  Area,3 BHK,3,2,2,6639000,1575,No,Yes,Yes,1,Singasandra
Plot  Area,2 BHK,2,2,1,6500000,1200,No,Yes,No,1,Yelahanka
Super built-up  Area,2 BHK,2,1,2,4320000,1200,No,No,Yes,0,Basapura
Super built-up  Area,2 BHK,2,2,2,8000000,1080,Yes,Yes,Yes,0,Hoodi
Plot  Area,5 BHK,5,1,,20000000,2280,Yes,Yes,Yes,1,Thigalarapalya
Super built-up  Area,3 BHK,2,2,2,8500000,1360,Yes,No,Yes,1,Begur Road
Super built-up  Area,3 BHK,3,2,1,12400000,1865,No,Yes,Yes,1,Kasturi Nagar
Super built-up  Area,3 BHK,2,1,1,7500000,1157,Yes,No,Yes,1,Hebbal Kempapura
Super built-up  Area,2 BHK,2,2,1,2900000,674,No,No,No,1,Akshaya Nagar
Super built-up  Area,3 BHK,2,2,1,7800000,1405,No,No,Yes,0,Jakkur
Super built-up  Area,2 BHK,2,2,2,4408000,1160,Yes,Yes,Yes,1,Sarjapur  Road
Plot  Area,4 BHK,3,2,1,17200000,1600,Yes,No,Yes,1,Kammasandra
Super built-up  Area,3 BHK,3,1,2,12700000,1790,Yes,No,Yes,1,Whitefield
Super built-up  Area,2 BHK,2,1,1,6565000,1128,Yes,No,No,1,Begur Road
Super built-up  Area,2 BHK,2,1,1,7000000,1180,Yes,Yes,No,0,Kengeri Satellite Town ( BDA SITE)
Built-up  Area,3 BHK,2,1,2,8500000,1450,Yes,No,Yes,1,Hebbal
Built-up  Area,1 BHK,1,1,0,1000000,550,No,No,No,0,Electronic City
Built-up  Area,4 BHK,3,1,1,16600000,2000,Yes,Yes,Yes,0,Panathur
Super built-up  Area,2 BHK,2,2,2,5350000,1050,Yes,Yes,No,0,AGS Layout
Super built-up  Area,2 BHK,2,1,2,4000000,1125,Yes,Yes,No,1,Kengeri
Super built-up  Area,2 BHK,2,1,1,6800000,1246,Yes,No,No,0,Srinagar
Super built-up  Area,2 BHK,2,1,1,6100000,1372,No,Yes,No,1,Rachenahalli
Super built-up  Area,3 BHK,2,2,1,5600000,1330,Yes,No,Yes,1,Varthur
Super built-up  Area,3 BHK,5,2,2,23400000,2465,No,No,No,1,Vittasandra
Super built-up  Area,2 BHK,2,1,3,5500000,1300,Yes,Yes,No,1,HSR Layout
Plot  Area,2 BHK,1,2,0,22000000,1420,No,No,No,1,Uttarahalli
Plot  Area,4 BHK,4,2,1,5000000,810,No,No,No,1,Binny Pete
Super built-up  Area,2 BHK,2,1,1,3500000,1065,Yes,Yes,No,1,Dasarahalli
Built-up  Area,2 BHK,2,2,0,2700000,700,Yes,Yes,No,1,Brigade Road
Carpet  Area,2 BHK,2,2,0,4272000,547.34,Yes,No,Yes,0,Bannerghatta
Super built-up  Area,2 BHK,2,2,1,4500000,1050,No,Yes,No,1,Channasandra
Super built-up  Area,3 BHK,3,1,3,3950000,1250,No,Yes,Yes,0,Hessarghatta
Built-up  Area,2 BHK,2,2,0,4200000,865,Yes,No,No,1,Hebbal
Super built-up  Area,2 BHK,2,1,2,4400000,1200,No,Yes,Yes,0,Belathur
Built-up  Area,3 BHK,3,2,3,10000000,1756,Yes,Yes,No,1,Maruthi HBCS Layout
Plot  Area,9 BHK,8,1,,15000000,750,Yes,Yes,No,0,Electronic City
Super built-up  Area,1 BHK,1,1,1,2400000,628,Yes,Yes,Yes,0,Uttarahalli
Plot  Area,7 BHK,6,2,2,19500000,1200,No,Yes,Yes,1,Srirampura
Super built-up  Area,2 BHK,2,2,2,6300000,1207,No,No,Yes,1,Malleshwaram
Super built-up  Area,3 BHK,3,2,1,12500000,1765,No,No,Yes,0,Yelahanka
Built-up  Area,2 BHK,2,1,1,3264000,1130,No,No,Yes,0,9th Phase JP Nagar
Super built-up  Area,3 BHK,3,1,3,9200000,1532,Yes,Yes,Yes,1,5th Phase JP Nagar
Built-up  Area,3 BHK,3,2,0,11000000,1650,No,Yes,Yes,1,Kalena Agrahara
Built-up  Area,4 BHK,4,1,2,10500000,1200,No,Yes,No,0,Electronic City
Carpet  Area,2 BHK,2,1,1,6909000,804.1,Yes,No,Yes,1,Devanahalli Road
Super built-up  Area,2 BHK,2,1,2,7500000,1200,Yes,Yes,Yes,0,Ejipura
Super built-up  Area,2 BHK,2,2,2,5000000,1197,No,No,No,1,Horamavu Banaswadi
Built-up  Area,2 BHK,2,2,2,6600000,1200,No,Yes,No,0,Bhoganhalli
Super built-up  Area,3 BHK,2,2,2,4848000,1385,Yes,No,No,0,Doddathoguru
Super built-up  Area,2 BHK,2,1,3,14800000,1010,No,Yes,No,0,Kengeri
Super built-up  Area,3 BHK,3,2,3,11500000,2225,Yes,No,No,1,Green Woods Layout
Super built-up  Area,2 BHK,2,1,2,4800000,1180,No,Yes,No,1,Uttarahalli
Super built-up  Area,3 BHK,2,2,3,12200000,1525,Yes,Yes,Yes,1,Craig Park Layout
Super built-up  Area,2 BHK,2,2,2,3150000,1100,Yes,No,No,1,Whitefield
Super built-up  Area,3 BHK,3,2,3,7000000,1435,Yes,No,No,0,Immadihalli
Built-up  Area,1 BHK,1,1,1,1400000,550,Yes,Yes,Yes,0,Banagiri Nagar
Super built-up  Area,2 BHK,2,1,2,5000000,1200,No,Yes,No,1,Ananth Nagar
Super built-up  Area,2 BHK,2,1,1,9505000,1272,Yes,Yes,Yes,1,Hiremath Layout
Super built-up  Area,2 BHK,2,2,1,3900000,1205,Yes,No,No,1,Attibele
Built-up  Area,2 BHK,2,1,1,4000000,980,Yes,No,No,0,Dommasandra
Super built-up  Area,2 BHK,2,2,2,4686000,1225,No,No,Yes,0,Whitefield
Built-up  Area,3 BHK,3,1,1,7200000,1541,No,No,No,1,Whitefield
Super built-up  Area,3 BHK,2,2,2,11100000,1610,No,No,Yes,0,Kalena Agrahara
Super built-up  Area,2 BHK,2,1,2,12500000,1694,Yes,No,Yes,0,Malleshpalya
Plot  Area,3 BHK,3,1,2,7500000,600,No,Yes,No,0,Whitefield
Super built-up  Area,2 BHK,2,2,1,3900000,950,No,No,Yes,1,Ramagondanahalli
Super built-up  Area,3 BHK,2,1,3,6600000,1560,Yes,No,No,1,Jalahalli
Super built-up  Area,2 BHK,2,1,2,2700000,1201,Yes,No,No,0,Jnanabharathi Layout
Plot  Area,2 BHK,2,2,1,6000000,1500,Yes,No,Yes,1,Kaggalipura
Super built-up  Area,3 BHK,3,1,2,7500000,1785,No,Yes,Yes,0,Muneshwara Nagar
Built-up  Area,2 BHK,2,1,1,6353000,1258,No,Yes,No,1,Chandapura
Super built-up  Area,2 BHK,2,1,2,4200000,910,No,Yes,No,1,Chandapura
Super built-up  Area,2 BHK,2,2,2,11200000,1297,No,No,Yes,1,Malleshpalya
Super built-up  Area,2 BHK,2,1,3,4900000,1291,No,Yes,Yes,1,Raja Rajeshwari Nagar
Built-up  Area,2 BHK,2,2,2,4200000,1070,Yes,No,Yes,0,Electronic City
Super built-up  Area,2 BHK,2,1,1,6650000,1012,No,No,Yes,0,Thigalarapalya
Super built-up  Area,2 BHK,2,1,3,5760000,1260,No,Yes,Yes,1,Kundalahalli
Super built-up  Area,2 BHK,2,1,2,7200000,1282,No,Yes,No,1,Chikkasandra
Super built-up  Area,3 BHK,3,2,2,9215000,1843,Yes,No,No,1,Varthur
Plot  Area,4 BHK,3,2,,20000000,2400,Yes,No,Yes,1,Mahadevpura
Built-up  Area,5 BHK,5,2,2,10500000,3356,No,No,Yes,1,Sarjapur  Road
Super built-up  Area,4 BHK,5,2,3,19800000,2790,No,Yes,No,1,Kanakpura Road
Super built-up  Area,2 BHK,2,1,1,8698000,1330,No,Yes,No,0,Bharath Housing Society Layout
Super built-up  Area,3 BHK,2,2,1,7300000,1400,No,No,Yes,1,Chikka Tirupathi
Built-up  Area,2 BHK,2,2,1,7100000,1192,Yes,Yes,Yes,0,Hebbal
Built-up  Area,2 BHK,2,1,1,13000000,1000,No,Yes,No,1,EPIP Zone
Super built-up  Area,2 BHK,2,2,2,10300000,1297,No,No,No,1,Konanakunte
Super built-up  Area,1 BHK,1,1,0,1783500,580,No,No,No,1,Whitefield
Super built-up  Area,3 BHK,3,2,2,10000000,1490,Yes,No,No,1,3rd Block Jayanagar
Super built-up  Area,3 BHK,3,2,2,7200000,1373,Yes,No,Yes,1,Thigalarapalya
Super built-up  Area,2 BHK,2,1,1,4139000,1035,No,Yes,Yes,0,Sarjapur  Road
Plot  Area,4 BHK,4,2,0,21000000,3750,Yes,Yes,Yes,0,Vijayanagar
Super built-up  Area,2 BHK,2,2,1,4039000,1010,No,Yes,Yes,1,Rayasandra
Built-up  Area,2 BHK,2,2,1,4200000,1195,No,No,Yes,0,7th Phase JP Nagar
Super built-up  Area,3 BHK,3,1,2,9500000,1750,Yes,No,No,0,Kadugodi
Super built-up  Area,2 BHK,2,1,2,5000000,1052,No,Yes,Yes,0,Doddakallasandra
Super built-up  Area,2 BHK,2,2,2,5800000,1180,No,Yes,Yes,0,Sarjapur
Built-up  Area,5 BHK,4,2,2,44000000,3680,Yes,No,Yes,0,HSR Layout
Built-up  Area,3 BHK,3,2,2,7300000,2100,Yes,Yes,Yes,0,Malleshpalya
Built-up  Area,4 BHK,4,1,1,14000000,2863,No,Yes,No,0,Horamavu Banaswadi
Super built-up  Area,2 BHK,2,2,2,3824000,1128,No,Yes,Yes,0,Padmanabhanagar
Built-up  Area,3 BHK,3,2,1,45000000,2700,Yes,Yes,Yes,1,Hormavu
Super built-up  Area,2 BHK,2,2,2,3360000,1120,No,Yes,Yes,0,Hoodi
Built-up  Area,3 BHK,3,1,2,9000000,2424,Yes,Yes,No,1,Raja Rajeshwari Nagar
Built-up  Area,2 BHK,2,1,1,6000000,1300,Yes,No,Yes,0,Ulsoor
Super built-up  Area,2 BHK,2,2,2,3269000,1090,No,No,No,0,JP Nagar
Built-up  Area,3 BHK,3,1,1,25100000,2710,Yes,No,No,0,HSR Layout
Plot  Area,2 BHK,1,1,1,18000000,3040,Yes,Yes,No,1,Manjunatha Layout
Super built-up  Area,3 BHK,2,2,2,4655000,1330,No,Yes,No,0,Kanakapura
Super built-up  Area,3 BHK,2,1,1,8063000,1427,Yes,Yes,No,0,Yelahanka
Super built-up  Area,3 BHK,2,1,2,4800000,1294,Yes,No,No,1,Konanakunte Cross
Built-up  Area,3 BHK,3,2,2,7500000,1580,No,Yes,Yes,0,Uttarahalli
Plot  Area,1 BHK,1,1,1,2000000,550,No,No,No,1,Hosur Road
Plot  Area,3 BHK,4,1,2,8027000,1808,Yes,Yes,Yes,0,Banjara Layout
Super built-up  Area,4 BHK,4,1,3,54000000,3516,No,Yes,No,0,Begur
Super built-up  Area,2 BHK,2,2,2,4700000,1194,Yes,No,Yes,1,Uttarahalli
Super built-up  Area,2 BHK,2,2,1,4600000,900,Yes,Yes,No,1,Chikka Tirupathi
Super built-up  Area,3 BHK,2,1,3,5000000,1310,No,No,No,1,Rajaji Nagar
Super built-up  Area,2 BHK,2,1,1,4600000,900,No,No,Yes,0,Parappana Agrahara
Built-up  Area,4 BHK,6,2,3,19500000,3850,Yes,Yes,No,1,Kanakpura Road
Plot  Area,7 BHK,7,1,3,8800000,925,No,Yes,No,1,Abbaiah Reddy Layout
Super built-up  Area,2 BHK,1,1,1,15000000,2400,No,No,No,1,Kanakpura Road
Super built-up  Area,2 BHK,2,2,3,10000000,1290,No,No,No,0,Singasandra
Built-up  Area,6 BHK,6,1,3,11000000,3770,Yes,No,Yes,1,Kogilu
Super built-up  Area,3 BHK,3,1,1,12000000,1390,No,No,No,0,Yelachenahalli
Plot  Area,4 BHK,4,2,2,7200000,1200,Yes,No,No,0,Koramangala
Built-up  Area,2 BHK,2,2,1,3300000,845,No,No,No,1,Yelahanka
Super built-up  Area,3 BHK,3,2,3,12000000,1537,No,No,Yes,1,Lakshmi Layout
Super built-up  Area,2 BHK,2,2,2,6800000,1135,Yes,No,Yes,1,Tavarekere
Super built-up  Area,3 BHK,3,1,2,7577000,1512,Yes,No,No,1,Bisuvanahalli
Super built-up  Area,2 BHK,2,1,1,5500000,900,Yes,No,Yes,1,Yelahanka
Super built-up  Area,3 BHK,3,2,3,5400000,1230,No,Yes,Yes,1,Immadihalli
Super built-up  Area,3 BHK,2,1,3,4233000,1378,Yes,Yes,No,1,Hoodi
Super built-up  Area,2 BHK,2,1,1,6130000,1277,Yes,No,No,0,Srinivasa Nagar
Super built-up  Area,3 BHK,4,2,2,18900000,1985,Yes,No,No,0,Jigani
Plot  Area,5 BHK,5,2,,50000000,8000,Yes,Yes,Yes,0,Thirumenahalli
Super built-up  Area,2 BHK,2,2,2,6200000,1210,No,No,Yes,0,Whitefield
Super built-up  Area,2 BHK,2,1,,4000000,890,No,No,No,0,Hebbal
Plot  Area,9 BHK,9,2,0,36000000,2550,Yes,Yes,No,1,Kengeri
Plot  Area,4 BHK,5,2,2,11000000,1200,No,No,No,0,KPC Layout
Built-up  Area,4 BHK,4,2,3,20000000,3198,No,Yes,No,0,Yelahanka
Super built-up  Area,3 BHK,3,1,2,5600000,1464,Yes,No,No,1,JP Nagar
Super built-up  Area,4 BHK,5,2,2,21500000,2483,No,No,No,0,Sarjapur
Plot  Area,4 BHK,4,1,2,13000000,1550,No,No,Yes,1,Ardendale
Super built-up  Area,4 BHK,4,1,1,31000000,4111,Yes,Yes,No,0,HOSUR MAIN ROAD
Super built-up  Area,2 BHK,2,1,2,3750000,975,Yes,No,Yes,0,Hebbal
Super built-up  Area,3 BHK,3,1,1,25000000,2500,Yes,No,No,1,Begur
Super built-up  Area,3 BHK,3,2,1,12500000,1690,Yes,Yes,No,0,Sarjapur  Road
Super built-up  Area,2 BHK,2,1,1,3189000,1063,No,No,No,1,Electronic City
Plot  Area,3 BHK,3,1,3,39000000,2572,No,No,No,0,Nandi Durga Road
Carpet  Area,3 BHK,4,2,,35000000,2200,No,No,Yes,0,Rajiv Nagar
Built-up  Area,3 BHK,3,1,0,8000000,1600,No,No,No,1,Hosa Road
Super built-up  Area,3 BHK,3,2,1,3950000,1250,No,Yes,No,0,Cooke Town
Super built-up  Area,1 BHK,1,2,0,1950000,520,Yes,No,No,1,Kumara Park
Super built-up  Area,4 BHK,5,2,,21200000,4000,No,Yes,No,1,Daadys Gaarden Layout
Built-up  Area,3 BHK,3,2,2,6800000,1390,No,Yes,No,1,Maruthi Nagar
Super built-up  Area,2 BHK,2,2,2,4000000,1185,Yes,No,Yes,1,Bommanahalli
Super built-up  Area,2 BHK,2,2,2,4800000,1219,Yes,Yes,Yes,1,Marathahalli
Super built-up  Area,3 BHK,2,1,1,9200000,1564,No,Yes,No,0,Munnekollal
Super built-up  Area,4 BHK,6,1,0,22850000,3425,No,No,Yes,1,Whitefield
Super built-up  Area,2 BHK,2,1,2,3710000,1100,No,Yes,Yes,0,Sahakara Nagar
Built-up  Area,3 BHK,2,2,0,6000000,1300,Yes,Yes,No,1,Kudlu Gate
Plot  Area,3 BHK,2,1,0,8000000,1600,No,Yes,Yes,1,Sarjapur  Road
Built-up  Area,3 BHK,3,1,2,7500000,1600,Yes,Yes,No,1,Hosa Road
Super built-up  Area,3 BHK,2,1,1,9200000,1482,Yes,No,Yes,1,Kothannur
Plot  Area,3 BHK,4,2,3,6600000,1000,No,Yes,Yes,1,Chikkabanavar
Super built-up  Area,2 BHK,2,2,3,5300000,1200,No,No,No,0,Ramamurthy Nagar
Plot  Area,3 BHK,3,1,2,7500000,600,Yes,Yes,No,1,Hennur Road
Super built-up  Area,2 BHK,2,2,0,5800000,1200,No,Yes,No,1,Marsur
Plot  Area,6 BHK,4,1,0,6000000,600,No,No,Yes,1,Shampura
Built-up  Area,3 BHK,3,2,0,16000000,2400,Yes,Yes,Yes,0,Gubbalala
Super built-up  Area,3 BHK,3,2,1,8900000,1469,No,Yes,Yes,0,Kengeri
Super built-up  Area,1 BHK,1,1,1,3000000,551,No,Yes,Yes,1,Kereguddadahalli
Super built-up  Area,2 BHK,2,1,1,5200000,1160,No,No,Yes,1,Nagarbhavi
Super built-up  Area,2 BHK,2,1,1,7850000,1205,Yes,No,No,0,Marathahalli
Built-up  Area,3 BHK,2,1,3,5200000,1550,No,Yes,No,1,Kanakapura
Super built-up  Area,3 BHK,3,2,2,12500000,1745,No,Yes,Yes,0,Electronics City Phase 1
Super built-up  Area,2 BHK,2,1,1,4200000,1028,Yes,No,Yes,0,Balagere
Super built-up  Area,3 BHK,3,1,1,18000000,1700,Yes,No,No,1,Kasavanhalli
Super built-up  Area,3 BHK,2,2,1,3400000,1200,Yes,No,Yes,1,Gubbalala
Super built-up  Area,3 BHK,4,1,1,27000000,2700,Yes,No,No,1,AECS Layout
Built-up  Area,2 BHK,2,1,2,5000000,1100,Yes,Yes,Yes,1,Frazer Town
Plot  Area,2 BHK,3,2,1,7200000,1200,Yes,Yes,Yes,0,Karuna Nagar
Super built-up  Area,2 BHK,2,2,2,6800000,1269.72,No,No,Yes,1,Kodihalli
Super built-up  Area,2 BHK,2,1,2,5900000,1266,Yes,Yes,No,1,Kallumantapa
Super built-up  Area,2 BHK,2,2,1,6200000,1060,Yes,Yes,Yes,1,Ramamurthy Nagar
Plot  Area,3 BHK,3,1,0,7000000,1168,No,Yes,No,1,Kaverappa Layout
Super built-up  Area,2 BHK,2,2,1,5100000,1552,No,No,No,1,Electronic City Phase II
Super built-up  Area,3 BHK,3,1,0,12000000,1804,Yes,No,Yes,0,Mysore Road
Super built-up  Area,1 BHK,1,1,1,1700000,500,Yes,No,Yes,0,Malimakanapura
Super built-up  Area,2 BHK,2,2,2,4320000,1080,Yes,No,Yes,0,Medahalli
Plot  Area,4 BHK,4,2,,15500000,2100,Yes,Yes,Yes,0,Talaghattapura
Super built-up  Area,2 BHK,2,1,2,6500000,1300,Yes,No,Yes,0,Attibele
Built-up  Area,2 BHK,2,1,2,3300000,920,Yes,No,Yes,0,Hulimavu
Plot  Area,4 BHK,2,1,1,12000000,817,Yes,No,Yes,0,Kattigenahalli
Built-up  Area,2 BHK,2,2,1,5000000,1310,No,Yes,No,0,Rustam Bagh Layout
Super built-up  Area,3 BHK,2,1,1,7500000,1650,Yes,No,Yes,0,Electronics City Phase 1
Super built-up  Area,3 BHK,3,2,3,9393000,1515,Yes,No,No,1,New Thippasandra
Super built-up  Area,2 BHK,2,2,1,5380000,1157,Yes,No,No,1,Harlur
Super built-up  Area,4 BHK,5,2,1,8500000,2400,No,Yes,No,1,Horamavu Agara
Super built-up  Area,4 BHK,4,1,3,16000000,3000,Yes,No,Yes,0,Garden Layout
Super built-up  Area,3 BHK,2,2,1,16200000,2200,Yes,Yes,Yes,0,Raja Rajeshwari Nagar
Built-up  Area,2 BHK,2,2,1,5800000,1243,Yes,Yes,Yes,1,Viswapriyanagar.begur Road.bommanahalli.
Super built-up  Area,3 BHK,2,1,2,7439000,1530,Yes,No,Yes,0,Konanakunte
Super built-up  Area,3 BHK,3,2,3,16200000,2070,No,Yes,Yes,0,Basavangudi
